stationName,Province,Climate.ID,Station.ID,WMO.ID,TC.ID,Latitude..Decimal.Degrees.,Longitude..Decimal.Degrees.,Latitude,Longitude,Elevation..m.,First.Year,Last.Year,HLY.First.Year,HLY.Last.Year,DLY.First.Year,DLY.Last.Year,MLY.First.Year,MLY.Last.Year
KOUCHIBOUGUAC CS,NEW BRUNSWICK,8102328,26968,71670,AKC,46.78,-65.02,464700000,-650100000,21,1995,2018,1995,2018,1995,2018,1995,2007
MECHANIC SETTLEMENT,NEW BRUNSWICK,8102848,45090,71787,AMS,45.69,-65.17,454137040,-650954040,403,2006,2023,2006,2020,2006,2023,2006,2007
MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,71719,WMI,48.01,-64.49,480032002,-642939008,4,1957,2023,1980,2020,1957,2023,1957,2007
MONCTON A,NEW BRUNSWICK,8103200,6207,71705,YQM,46.11,-64.68,460619100,-644101700,70.7,1939,2012,1980,2012,1939,2012,1939,2012
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103201,50309,71705,YQM,46.11,-64.68,460644000,-644043000,70.7,2012,2023,2012,2020,2012,2023,NA,NA
MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103202,54282,NA,YQM,46.11,-64.68,460644000,-644043000,70.7,2016,2023,2016,2020,2018,2023,NA,NA
POINT ESCUMINAC (AUT),NEW BRUNSWICK,8104103,9821,NA,WPJ,47.07,-64.8,470400000,-644800000,4,1986,2002,1986,2002,1992,2002,NA,NA
POINT LEPREAU CS,NEW BRUNSWICK,8104201,27746,71699,WPE,45.07,-66.45,450423040,-662657090,6,1992,2023,1992,2020,1992,2023,1992,2007
RED PINES,NEW BRUNSWICK,8104295,48768,71634,ARP,47.44,-65.6,472622000,-653552000,124,2010,2023,2010,2020,2010,2023,NA,NA
SAINT JOHN A,NEW BRUNSWICK,8104900,6250,71609,YSJ,45.32,-65.89,451905000,-655308050,108.8,1946,2012,1980,2012,1946,2012,1947,2008
SAINT JOHN A,NEW BRUNSWICK,8104901,50310,71609,YSJ,45.32,-65.89,451858000,-655324000,108.8,2012,2023,2012,2020,2012,2023,NA,NA
ST LEONARD A,NEW BRUNSWICK,8104928,6256,71703,YSL,47.16,-67.83,470928050,-674955014,242.2,1985,2014,1985,2014,1985,2014,1985,2014
ST LEONARD A,NEW BRUNSWICK,8104932,53579,NA,YSL,47.16,-67.84,470926000,-675011000,242,2015,2017,2015,2017,NA,NA,NA,NA
ST. STEPHEN,NEW BRUNSWICK,8104935,43383,71607,WSS,45.21,-67.25,451236600,-671510300,26.1,2006,2023,2006,2020,2006,2023,2006,2007
ST STEPHEN (AUT),NEW BRUNSWICK,8104937,7026,71607,WSS,45.22,-67.25,451300000,-671500000,26.1,1977,2006,1980,2006,1992,2006,2005,2006
SUSSEX FOUR CORNERS,NEW BRUNSWICK,8105210,54078,71656,ASF,45.74,-65.53,454430048,-653144039,47,2015,2023,2015,2020,2015,2023,NA,NA
WOODSTOCK NEWBRIDGE,NEW BRUNSWICK,8105603,53238,71606,EWD,46.15,-67.54,460908000,-673234000,154,2014,2023,2014,2020,2014,2023,NA,NA
ST LEONARD CS,NEW BRUNSWICK,810I001,26823,71019,WIY,47.16,-67.83,470928050,-674955014,245,1995,2017,1995,2017,2001,2017,2005,2007
AMHERST (AUT),NOVA SCOTIA,8200091,7103,NA,WAH,45.85,-64.27,455100000,-641600000,23,1992,2005,1992,2005,1992,2005,NA,NA
BACCARO POINT,NOVA SCOTIA,8200254,10914,NA,WCP,43.45,-65.47,432658000,-652817000,12.7,1994,2009,1994,2009,2005,2007,NA,NA
BACCARO PT,NOVA SCOTIA,8200255,46007,71920,ACP,43.45,-65.47,432703000,-652818000,4.6,2007,2023,2007,2020,2007,2023,2007,2007
BARRINGTON CCR,NOVA SCOTIA,8200415,10969,NA,,43.45,-65.47,432708000,-652820000,21,1994,1996,1994,1996,NA,NA,NA,NA
BEAVER ISLAND (AUT),NOVA SCOTIA,8200558,10078,71403,WBV,44.82,-62.33,444900000,-622000000,16,1992,2023,1992,2020,1992,2023,NA,NA
BEDFORD BASIN,NOVA SCOTIA,8200573,43406,71329,ABB,44.71,-63.63,444228008,-633803001,3.5,2004,2023,2004,2020,2018,2023,NA,NA
BEDFORD RANGE,NOVA SCOTIA,8200574,43123,71325,ABR,44.75,-63.66,444445090,-633942080,9.6,2004,2023,2004,2020,2018,2023,NA,NA
BEDFORD MWO,NOVA SCOTIA,8200576,26824,NA,WAZ,44.73,-63.67,444400000,-634000000,32.9,1995,1998,1995,1998,NA,NA,NA,NA
BRIER ISLAND,NOVA SCOTIA,8200604,10859,71988,WVU,44.29,-66.35,441709000,-662048000,15.8,1969,2023,1980,2020,2005,2023,2005,2007
CAPE GEORGE,NOVA SCOTIA,8200647,10936,NA,WGU,45.87,-61.9,455227000,-615405000,120,1994,2002,1994,2002,NA,NA,NA,NA
CARIBOU POINT (AUT),NOVA SCOTIA,8200774,8990,71415,WBK,45.77,-62.68,454600000,-624100000,2.4,1993,2023,1993,2020,1993,2023,2004,2007
CHETICAMP CS,NOVA SCOTIA,8200827,27600,71959,XCH,46.65,-60.95,463842000,-605650000,43.9,1998,2018,1998,2018,1998,2018,1998,2007
CHETICAMP HIGHLANDS NATIONAL PARK,NOVA SCOTIA,8200828,54618,73023,AHT,46.65,-60.95,463904130,-605716790,8,2018,2023,2018,2020,2018,2023,NA,NA
COLLEGEVILLE AUTO,NOVA SCOTIA,8201001,53538,71698,AGL,45.49,-62.01,452928300,-620053900,69,2015,2023,2015,2020,2015,2023,NA,NA
DEBERT,NOVA SCOTIA,8201390,42243,71317,ZDB,45.42,-63.47,452500000,-632800000,37.5,2003,2023,2003,2020,2003,2023,2004,2007
DIGBY AIRPORT,NOVA SCOTIA,8201601,6339,NA,YID,44.55,-65.78,443300000,-654700000,152.1,1989,1997,1989,1997,1989,1997,1989,1997
EDDY POINT,NOVA SCOTIA,8201716,6345,NA,,45.52,-61.25,453100000,-611500000,66.1,1971,1985,1980,1985,1971,1985,1972,1985
ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,NOVA SCOTIA,8201780,49748,71175,AEI,45.92,-60.65,455514000,-603849000,28,2011,2023,2011,2020,2011,2023,NA,NA
GRAND ETANG,NOVA SCOTIA,8201969,10792,73030,WZQ,46.55,-61.05,463300000,-610300000,12.8,1994,2023,1994,2020,2005,2023,NA,NA
GREENWOOD A,NOVA SCOTIA,8202000,6354,71397,YZX,44.98,-64.92,445900000,-645500000,28,1942,2023,1980,2020,1942,2023,1942,2017
EMERGENCY WEATHER STATION #2,NOVA SCOTIA,8202195,50208,NA,ERU,44.73,-64.46,444340000,-642722000,135,2013,2023,2013,2020,2018,2023,NA,NA
HALIFAX COMMONS,NOVA SCOTIA,8202221,49128,NA,AHF,44.63,-63.58,443800000,-633500000,44,2010,2011,2010,2011,NA,NA,NA,NA
HALIFAX DOCKYARD,NOVA SCOTIA,8202240,43405,71328,AHD,44.66,-63.58,443919000,-633436000,3.8,2004,2023,2004,2020,2018,2023,NA,NA
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202249,53938,NA,YHZ,44.88,-63.51,445252000,-633031000,145.4,2019,2023,2019,2020,2019,2023,NA,NA
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202250,6358,71395,YHZ,44.88,-63.5,445248060,-633000050,145.4,1953,2012,1980,2012,1953,2012,1953,2012
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202251,50620,71395,YHZ,44.88,-63.51,445252000,-633031000,145.4,2012,2023,2012,2020,2012,2023,NA,NA
HALIFAX KOOTENAY,NOVA SCOTIA,8202252,43124,71326,AHK,44.59,-63.55,443515500,-633303000,52,2004,2023,2004,2020,2018,2023,NA,NA
HALIFAX WINDSOR PARK,NOVA SCOTIA,8202255,43403,71327,AHW,44.66,-63.61,443925000,-633632000,51,2004,2023,2004,2020,2018,2023,NA,NA
HART ISLAND (AUT),NOVA SCOTIA,8202318,7173,71419,WRN,45.35,-60.98,452100000,-605900000,8.2,1993,2023,1993,2020,1993,2023,NA,NA
INGONISH BEACH RCS,NOVA SCOTIA,8202502,30326,71027,XIB,46.66,-60.41,463946001,-602423000,10,2000,2023,2000,2020,2000,2023,2004,2007
INVERNESS (AUT),NOVA SCOTIA,8202550,6369,NA,,46.23,-61.3,461400000,-611800000,38.9,1973,1986,1980,1986,1973,1975,1973,1973
KEJIMKUJIK 1,NOVA SCOTIA,8202592,6923,71599,WKG,44.4,-65.2,442411020,-651211070,125,1993,2023,1993,2020,1993,2023,1993,2007
KENTVILLE CDA CS,NOVA SCOTIA,8202810,27141,71671,XKT,45.07,-64.48,450400000,-642900000,48.7,1996,2023,1996,2020,1996,2023,1996,2007
LOUISBOURG,NOVA SCOTIA,8203163,54578,71596,AUU,45.92,-59.97,455516000,-595817000,15,2017,2023,2017,2020,2017,2023,NA,NA
LUNENBURG,NOVA SCOTIA,8203210,31829,NA,XLB,44.36,-64.3,442136094,-641746082,3.8,2002,2023,2002,2020,2005,2023,2007,2007
MALAY FALLS,NOVA SCOTIA,8203400,6399,NA,,44.98,-62.48,445900000,-622900000,39.6,1950,2000,1980,2000,1950,2000,1950,2000
MALAY FALLS,NOVA SCOTIA,8203405,30668,73029,XMY,44.98,-62.48,445900000,-622900000,39.6,1999,2023,1999,2020,2000,2023,2000,2007
MARTOCK 35M,NOVA SCOTIA,8203428,49109,NA,AMB,44.94,-64.17,445612002,-641015005,35,2010,2011,2010,2011,NA,NA,NA,NA
MARTOCK 197M,NOVA SCOTIA,8203429,49108,NA,AMC,44.93,-64.16,445547007,-640946006,197,2010,2011,2010,2011,NA,NA,NA,NA
MCNABS ISLAND (AUT),NOVA SCOTIA,8203478,7169,NA,XMI,44.6,-63.53,443600000,-633200000,15.4,1999,2023,1999,2020,2005,2023,NA,NA
NAPPAN AUTO,NOVA SCOTIA,8203702,42083,71311,XNP,45.76,-64.24,454534400,-641429200,19.8,2003,2023,2003,2020,2003,2023,2005,2007
NORTHEAST MARGAREE (AUT),NOVA SCOTIA,8204154,10661,73027,WNS,46.37,-60.98,462206090,-605833080,54,1994,2023,1994,2020,2017,2023,NA,NA
NORTH MOUNTAIN CS,NOVA SCOTIA,8204161,27592,71604,XNM,46.82,-60.67,464901000,-604020000,439.4,1998,2023,1998,2020,1998,2023,1998,2007
OSBORNE HEAD DND,NOVA SCOTIA,8204190,43404,71324,AOS,44.61,-63.42,443646002,-632523007,30,2004,2023,2004,2020,2018,2023,NA,NA
UPPER STEWIACKE RCS,NOVA SCOTIA,8204193,44363,71753,AOH,45.23,-63.06,451359000,-630319000,23.5,2005,2023,2005,2020,2005,2023,2005,2007
PARRSBORO,NOVA SCOTIA,8204402,43183,71493,APR,45.41,-64.35,452448012,-642046074,30.89,2004,2023,2004,2020,2004,2023,2004,2007
PORT HAWKESBURY A,NOVA SCOTIA,8204491,6442,NA,,45.65,-61.38,453900000,-612300000,114.9,1985,2004,1985,2004,1985,2004,1985,2004
PORT HAWKESBURY,NOVA SCOTIA,8204495,48668,71041,YPD,45.66,-61.37,453924000,-612205000,114.9,2010,2023,2010,2020,2010,2023,NA,NA
SABLE ISLAND,NOVA SCOTIA,8204700,6454,71600,ESA,43.93,-60.01,435556000,-600034000,5,1891,2017,1980,2017,1891,2017,1891,2007
SABLE ISLAND,NOVA SCOTIA,8204701,26864,NA,YSA,43.93,-60,435600000,-600000000,4,1995,2006,1995,2006,2002,2006,2002,2006
SABLE ISLAND A,NOVA SCOTIA,8204703,52202,71595,WSA,43.93,-59.96,435546000,-595735000,1.2,2014,2023,2014,2020,2014,2023,NA,NA
SABLE ISLAND 1,NOVA SCOTIA,8204707,10848,NA,,43.93,-60.02,435600000,-600100000,4,1992,1996,1992,1996,1992,1996,NA,NA
SABLE ISLAND,NOVA SCOTIA,8204708,54639,73025,ASB,43.93,-60.01,435553000,-600030000,1.2,2017,2023,2017,2020,2017,2023,NA,NA
ST PAUL ISLAND (AUT),NOVA SCOTIA,8204909,9033,71418,WEF,47.23,-60.14,471358002,-600840001,27,1993,2023,1993,2020,1993,2023,NA,NA
SHEARWATER A,NOVA SCOTIA,8205090,6465,71601,YAW,44.63,-63.5,443800000,-633000000,44,1944,2023,1980,2020,1944,2007,1944,2007
SHEARWATER AUTO,NOVA SCOTIA,8205091,27223,NA,WAW,44.64,-63.51,443811000,-633024000,53,1996,2010,1996,2010,1997,2010,2005,2007
SHEARWATER RCS,NOVA SCOTIA,8205092,47187,71264,AAW,44.63,-63.51,443747000,-633048000,24,2008,2023,2008,2020,2008,2023,NA,NA
SHEARWATER JETTY,NOVA SCOTIA,8205093,10945,71330,WZU,44.63,-63.52,443740000,-633124000,5.5,1994,2023,1994,2020,2018,2023,NA,NA
SHELBURNE,NOVA SCOTIA,8205126,6468,NA,,43.72,-65.25,434300000,-651500000,29.9,1972,1988,1980,1988,1972,1988,1972,1988
SHELBURNE SANDY POINT,NOVA SCOTIA,8205130,54603,73015,ESB,43.7,-65.32,434200000,-651900000,46.03,2018,2023,2018,2020,2018,2023,NA,NA
SYDNEY CCR,NOVA SCOTIA,8205697,10970,NA,,46.17,-60.16,461003000,-600953000,88,1994,1995,1994,1995,NA,NA,NA,NA
SYDNEY A,NOVA SCOTIA,8205700,6486,71707,YQY,46.17,-60.05,461000000,-600253300,61.9,1941,2014,1980,2014,1941,2014,1941,2014
SYDNEY A,NOVA SCOTIA,8205701,52518,71707,YQY,46.16,-60.05,460941000,-600253000,61.9,2014,2023,2014,2020,2014,2023,NA,NA
SYDNEY CS,NOVA SCOTIA,8205702,44503,71758,AQY,46.16,-60.04,460948000,-600230000,62.5,2006,2023,2006,2020,2006,2023,2006,2007
SYDNEY A,NOVA SCOTIA,8205703,54281,NA,YQY,46.16,-60.05,460941000,-600253000,61.9,2016,2023,2016,2020,2018,2023,NA,NA
TRACADIE,NOVA SCOTIA,8205895,41575,71308,XTD,45.61,-61.68,453630080,-614047020,66.67,2003,2023,2003,2020,2003,2023,2004,2007
TRENTON MUNICIPAL A,NOVA SCOTIA,8205950,27868,NA,YTN,45.61,-62.62,453641000,-623719000,97.23,1999,2005,1999,2005,1999,2005,1999,2005
TRURO,NOVA SCOTIA,8205990,6491,NA,,45.37,-63.27,452200000,-631600000,39.9,1960,2002,1980,2002,1960,2002,1960,2002
TRURO (AUT),NOVA SCOTIA,8205992,7162,NA,WUR,45.37,-63.27,452200000,-631600000,39.9,1992,2005,1992,2005,1992,2005,NA,NA
WENTWORTH 66M,NOVA SCOTIA,8206226,49111,NA,AWW,45.61,-63.56,453645000,-633330006,66,2010,2011,2010,2011,NA,NA,NA,NA
WENTWORTH 280M,NOVA SCOTIA,8206227,49110,NA,AWT,45.61,-63.55,453623006,-633248000,280,2010,2011,2010,2011,NA,NA,NA,NA
WESTERN HEAD,NOVA SCOTIA,8206240,6501,71411,WWE,43.99,-64.66,435924070,-643951008,10.06,1959,2023,1980,2020,1959,2023,1959,2007
YARMOUTH RCS,NOVA SCOTIA,8206491,50408,71884,EQI,43.83,-66.09,434951010,-660517010,36,2012,2023,2012,2020,2012,2023,NA,NA
YARMOUTH A,NOVA SCOTIA,8206495,50133,71603,YQI,43.83,-66.09,434937000,-660517000,42.9,2012,2023,2012,2020,2012,2023,NA,NA
YARMOUTH A,NOVA SCOTIA,8206496,54284,NA,YQI,43.83,-66.09,434937000,-660517000,42.9,2016,2023,2016,2020,2018,2023,NA,NA
YARMOUTH A,NOVA SCOTIA,8206500,6516,NA,YQI,43.83,-66.09,434951000,-660519000,43,1940,2012,1980,2012,1940,2012,1940,2012
FOURCHU HEAD (AUT),NOVA SCOTIA,820J8C7,9833,NA,,45.72,-60.23,454300000,-601400000,10,1993,1997,1993,1997,1993,1997,NA,NA
CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300300,6526,71706,YYG,46.29,-63.13,461719020,-630743070,48.8,1943,2012,1980,2012,1943,2012,1943,2012
CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300301,50621,71706,YYG,46.29,-63.12,461721000,-630709000,50.9,2012,2023,2012,2020,2012,2023,NA,NA
CONFEDERATION BRIDGE,PRINCE EDWARD ISLAND,8300412,27846,0,XBP,46.23,-63.73,461400000,-634400000,54.1,1999,2006,1999,2006,NA,NA,NA,NA
EAST POINT (AUT),PRINCE EDWARD ISLAND,8300418,7177,71412,WEP,46.46,-61.99,462736000,-615918000,7.7,1992,2023,1992,2020,1992,2023,2004,2007
NORTH CAPE,PRINCE EDWARD ISLAND,8300516,10814,71987,WNE,47.06,-64,470329000,-635955000,7.6,1994,2023,1994,2020,2002,2023,2005,2007
ST. PETERS,PRINCE EDWARD ISLAND,8300562,41903,71310,ZSP,46.45,-62.58,462701000,-623433000,29.7,2003,2023,2003,2020,2003,2023,2004,2007
STANHOPE,PRINCE EDWARD ISLAND,8300590,6545,NA,ANH,46.42,-63.08,462459000,-630459000,3,1961,2023,1980,2020,1961,2023,1961,2007
SUMMERSIDE,PRINCE EDWARD ISLAND,8300596,10800,71702,WSD,46.44,-63.84,462628000,-635017000,12.2,1994,2023,1994,2020,1999,2023,2004,2007
SUMMERSIDE A,PRINCE EDWARD ISLAND,8300700,6547,NA,YSU,46.44,-63.83,462620000,-634954000,19.5,1942,2002,1980,2002,1942,2002,1942,2002
MAPLE PLAINS,PRINCE EDWARD ISLAND,8305500,31029,NA,XMP,46.3,-63.58,461810080,-633432040,45.7,2001,2023,2001,2020,2004,2023,2004,2007
HARRINGTON CDA CS,PRINCE EDWARD ISLAND,830P001,30308,71350,AHR,46.34,-63.17,462037020,-631011050,53,2000,2023,2000,2020,2000,2023,2000,2007
ARGENTIA A,NEWFOUNDLAND,8400102,6557,NA,,47.3,-54,471800000,-540000000,15.5,1976,1986,1980,1986,1976,1986,1976,1986
ARGENTIA (AUT),NEWFOUNDLAND,8400104,10113,71807,WAR,47.31,-54,471838278,-535953423,9.46,1987,2023,1987,2020,1992,2023,2004,2007
BADGER (AUT),NEWFOUNDLAND,8400301,6561,71400,WDI,48.97,-56.07,485800000,-560400000,102.7,1973,2023,1980,2020,1973,2023,1973,2007
BONAVISTA,NEWFOUNDLAND,8400600,6576,NA,WVA,48.67,-53.11,484002000,-530651000,25.6,1956,2006,1980,2006,1956,2006,1956,2006
BONAVISTA,NEWFOUNDLAND,8400601,45047,71178,AVA,48.67,-53.11,484002000,-530651000,25.6,2006,2023,2006,2020,2006,2023,2006,2007
BULL ARM,NEWFOUNDLAND,8400755,26829,NA,,47.82,-53.9,474900000,-535400000,119,1994,1997,1994,1997,NA,NA,NA,NA
BURGEO,NEWFOUNDLAND,8400798,6583,NA,,47.62,-57.62,473700000,-573700000,10.6,1966,1995,1980,1995,1966,1995,1966,1995
BURGEO 2,NEWFOUNDLAND,8400800,6584,NA,WBF,47.62,-57.62,473700000,-573700000,10.6,1939,2006,1980,2006,1939,2006,1939,2006
BURGEO NL,NEWFOUNDLAND,8400801,45287,71152,ABF,47.62,-57.62,473700000,-573700000,10.6,2006,2023,2006,2020,2006,2023,2006,2007
CAPE RACE (AUT),NEWFOUNDLAND,8401000,6590,71800,WRA,46.66,-53.08,463936000,-530435000,26.5,1920,2023,1980,2020,1920,2023,1920,2007
COMFORT COVE,NEWFOUNDLAND,8401259,6607,NA,,49.27,-54.88,491600000,-545300000,99.4,1967,1996,1980,1996,1967,1996,1967,1996
CONNE RIVER (AUT),NEWFOUNDLAND,8401267,10860,NA,WFY,48.17,-55.48,481000000,-552900000,182.9,1994,1999,1994,1999,NA,NA,NA,NA
CORMACK RCS,NEWFOUNDLAND,8401295,50677,71367,ACM,49.32,-57.39,491919031,-572336010,165.8,2012,2023,2012,2020,2012,2023,NA,NA
CORNER BROOK,NEWFOUNDLAND,8401298,6933,71973,WKB,48.93,-57.92,485600000,-575500000,151.8,1993,2023,1993,2020,1993,2023,1993,2007
DANIELS HARBOUR,NEWFOUNDLAND,8401400,6613,71185,WDH,50.24,-57.58,501411000,-573452000,19,1946,2018,1980,2018,1946,2018,1946,2007
DANIEL'S HARBOUR,NEWFOUNDLAND,8401405,54638,73024,ADL,50.24,-57.58,501409000,-573451000,19,2018,2023,2018,2020,2018,2023,NA,NA
DANIELS HARBOUR 2,NEWFOUNDLAND,8401410,10810,NA,,50.23,-57.58,501400000,-573500000,19,1993,1999,1993,1999,1996,1999,NA,NA
DEER LAKE A,NEWFOUNDLAND,8401501,6615,71809,YDF,49.22,-57.4,491300000,-572400000,21.9,1965,2012,1980,2012,1965,2012,1965,2008
DEER LAKE A,NEWFOUNDLAND,8401502,50068,71809,YDF,49.21,-57.39,491233000,-572340000,21.9,2012,2023,2012,2020,2012,2023,NA,NA
DEVILS HEAD (AUT),NEWFOUNDLAND,8401509,7084,NA,,49.12,-58.42,490700000,-582500000,68.6,1985,1985,1985,1985,NA,NA,NA,NA
ENGLEE (AUT),NEWFOUNDLAND,8401538,10251,71417,WDA,50.72,-56.11,504316000,-560646000,30.3,1993,2023,1993,2020,1993,2023,2005,2007
FEROLLE POINT (AUT),NEWFOUNDLAND,8401565,9034,71406,WXI,51.02,-57.1,510100000,-570600000,5.8,1993,2023,1993,2020,1993,2023,2005,2007
GANDER INT'L A,NEWFOUNDLAND,8401700,6633,71803,YQX,48.95,-54.58,485647000,-543437000,151.2,1937,2012,1980,2012,1937,2012,1937,2012
GANDER INTL A,NEWFOUNDLAND,8401703,50088,71803,YQX,48.94,-54.57,485613000,-543405000,151.2,2012,2023,2012,2020,2012,2023,NA,NA
GANDER AIRPORT CS,NEWFOUNDLAND,8401705,30346,71742,XGD,48.95,-54.57,485646000,-543401000,151,2005,2023,2005,2020,2005,2023,2005,2007
GANDER CCR,NEWFOUNDLAND,8401710,10968,NA,,48.95,-54.58,485642000,-543502000,152,1994,1995,1994,1995,NA,NA,NA,NA
GBS PLATFORM,NEWFOUNDLAND,8401760,26832,NA,WZY,47.82,-53.87,474900000,-535200000,NA,1995,1997,1995,1997,NA,NA,NA,NA
GREY RIVER (AUT),NEWFOUNDLAND,84020NP,10662,NA,WGC,47.75,-56.93,474500000,-565600000,13.7,1994,1998,1994,1998,NA,NA,NA,NA
KELLIGREWS,NEWFOUNDLAND,8402478,7089,NA,,47.5,-53.02,473000000,-530100000,3.3,1987,1989,1987,1989,NA,NA,NA,NA
LA SCIE,NEWFOUNDLAND,8402520,6668,71337,WAG,49.92,-55.67,495500000,-554000000,194,1984,2023,1984,2020,1984,2023,1984,2007
MILLERTOWN RCS,NEWFOUNDLAND,8402757,50678,71856,AMR,48.82,-56.54,484900119,-563236695,203.6,2013,2023,2013,2020,2013,2023,NA,NA
PORT AUX BASQUES,NEWFOUNDLAND,8402975,6693,71197,WZB,47.57,-59.15,473426000,-590917000,39.7,1909,2017,1980,2017,1909,2017,1909,2007
PORT AUX BASQUES 3,NEWFOUNDLAND,8402977,10809,NA,WOF,47.57,-59.17,473400000,-591000000,40.2,1994,1998,1994,1998,NA,NA,NA,NA
PORT AUX BASQUES,NEWFOUNDLAND,8402980,54640,73026,APB,47.57,-59.15,473426000,-590917000,39.7,2017,2023,2017,2020,2017,2023,NA,NA
ROCKY HARBOUR CS,NEWFOUNDLAND,8403097,6938,71588,XRH,49.57,-57.88,493412000,-575240000,67.7,1993,2021,1993,2020,1993,2021,1993,2007
SAGONA ISLAND,NEWFOUNDLAND,8403255,8991,71408,WZN,47.37,-55.79,472204000,-554741000,59.7,1993,2023,1993,2020,1993,2023,NA,NA
ST ALBANS,NEWFOUNDLAND,8403290,6708,NA,,47.87,-55.85,475200000,-555100000,13.4,1968,1983,1980,1983,1968,1983,1969,1983
ST. ANTHONY A,NEWFOUNDLAND,8403389,48348,71819,YAY,51.39,-56.07,512331000,-560408000,32.9,2009,2023,2009,2020,2009,2023,NA,NA
ST ANTHONY,NEWFOUNDLAND,8403399,27205,71558,WDW,51.38,-56.1,512300000,-560600000,29.3,1996,2023,1996,2020,1999,2023,2006,2007
ST ANTHONY,NEWFOUNDLAND,8403401,6711,NA,,51.37,-55.6,512200000,-553600000,11.5,1970,1996,1980,1996,1970,1996,1970,1996
ST ANTHONY A,NEWFOUNDLAND,8403402,6712,NA,,51.4,-56.08,512400000,-560500000,28,1966,1987,1980,1987,1966,1970,1966,1970
ST ANTHONY AWOS,NEWFOUNDLAND,8403403,47507,71819,YAY,51.38,-56.1,512300000,-560600000,32.9,2008,2014,2008,2014,2009,2014,NA,NA
ST. JOHN'S INTL A,NEWFOUNDLAND,8403505,50089,71801,YYT,47.62,-52.75,473707000,-524509000,140.5,2012,2023,2012,2020,2012,2023,NA,NA
ST JOHN'S A,NEWFOUNDLAND,8403506,6720,71801,YYT,47.62,-52.74,473720000,-524434000,140.5,1942,2012,1980,2012,1942,2012,1942,2012
ST JOHNS WEST CLIMATE,NEWFOUNDLAND,8403603,48871,71250,AJW,47.51,-52.78,473048080,-524700020,110,2010,2023,2010,2020,2010,2023,NA,NA
ST JOHN'S WEST CDA CS,NEWFOUNDLAND,8403605,27115,NA,XSW,47.52,-52.78,473056000,-524705000,114,1996,2013,1996,2013,1996,2007,1996,2007
ST LAWRENCE,NEWFOUNDLAND,8403615,6723,NA,,46.92,-55.38,465500000,-552300000,48.5,1966,1997,1980,1997,1966,1997,1966,1997
ST LAWRENCE,NEWFOUNDLAND,8403616,27621,NA,WDS,46.92,-55.38,465500000,-552300000,48.5,1994,2006,1994,2006,1994,2006,2004,2006
ST LAWRENCE,NEWFOUNDLAND,8403619,45567,71110,ADS,46.92,-55.38,465500000,-552300000,48.5,2006,2023,2006,2020,2006,2023,2006,2007
STAR BROOK (AUT),NEWFOUNDLAND,8403781,10861,NA,,48.58,-57.23,483500000,-571400000,290,1994,1997,1994,1997,NA,NA,NA,NA
STEPHENVILLE A,NEWFOUNDLAND,8403800,6740,71815,YJT,48.53,-58.55,483200000,-583300000,24.7,1942,2014,1980,2014,1942,2014,1942,2014
STEPHENVILLE A,NEWFOUNDLAND,8403801,52759,71815,YJT,48.54,-58.55,483229000,-583300000,24.7,2014,2023,2014,2020,2014,2023,NA,NA
STEPHENVILLE RCS,NEWFOUNDLAND,8403820,47607,71159,AJT,48.56,-58.57,483341000,-583358000,58,2008,2023,2008,2020,2008,2023,NA,NA
TERRA NOVA NAT PARK CS,NEWFOUNDLAND,8403851,27142,71589,XTP,48.56,-53.97,483325000,-535828000,106.7,1996,2023,1996,2020,1996,2023,1996,2007
TWILLINGATE (AUT),NEWFOUNDLAND,8404025,7083,71402,WDO,49.68,-54.8,494100000,-544800000,92.3,1993,2023,1993,2020,1993,2023,2004,2007
WINTERLAND,NEWFOUNDLAND,8404241,27712,71181,XWT,47.14,-55.33,470811000,-551939000,29.26,1999,2018,1999,2018,1999,2018,2005,2007
WINTERLAND BRANCH HILL,NEWFOUNDLAND,8404242,54898,73080,ABH,47.14,-55.33,470810000,-551941000,29.26,2018,2023,2018,2020,2018,2023,NA,NA
WRECKHOUSE,NEWFOUNDLAND,8404340,29471,NA,XWR,47.71,-59.31,474242000,-591830000,31.7,2000,2006,2000,2006,2000,2006,NA,NA
WRECKHOUSE,NEWFOUNDLAND,8404343,45307,71180,AWR,47.71,-59.31,474242000,-591830000,31.7,2006,2023,2006,2020,2006,2023,2006,2007
GRATES COVE,NEWFOUNDLAND,840B053,10818,71336,WVW,48.17,-52.94,481019000,-525621000,46.2,1994,2023,1994,2020,2002,2023,2004,2004
POOLS ISLAND,NEWFOUNDLAND,840BR7C,10817,71931,WYI,49.11,-53.58,490644000,-533452000,19.3,1994,2023,1994,2020,2005,2023,NA,NA
ST ANTHONY A,NEWFOUNDLAND,840C401,10228,71819,YAY,51.38,-56.1,512300000,-560600000,32.9,1987,2014,1987,2014,1993,2014,2001,2008
